metric_id,metric_name,metric_short_name,owner_saphr_id,dev_saphr_id,metric_calc_lvl,is_active,measure_unit,is_rank,rank_sort,is_infopanel,is_navigator,is_sbolpro,cmnt,load_marker,modified_dt,inserted_dttm,author_login
9001126,"Активности с типом Звонок, совершенные МЗП в рамках задач с типом Привлечение, Расширение, Задача B2C",Привлечение звонки,1642359.0,2033718.0,,True,,False,,,,,Для виджетов МРМ Эффективность,,2024-06-10,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001150,Количество на отработку ЦЗ МЗП/СЗП,Количество задач,2119307.0,1636839.0,,True,,True,desc,,,,Для отчета Волга,,2024-12-26,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001265,Кол-во привлеченных новых ФЛ в рамках РСЗП,Кол-во привлеченных новых ФЛ в рамках РСЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
10903304,Отток ФЛ от 10 до 29 ФЛ для ИСУ,Отток ФЛ от 10 до 29 ФЛ для ИСУ,1737120.0,,,True,,False,,,,,Для ИСУ,,2025-03-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001097,Предиктивный отток ЮЛ,Предиктивный,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Управление оттоками,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001250,Оседаемость новых ФЛ КМ ОПК,Оседаемость новых ФЛ КМ ОПК,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001546,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001106,Мой уровень возврата оттоков,Мой уровень возврата оттоков,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Управление оттоками,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002014,Факт зачислений на выпущенные карты,Факт зачислений на выпущенные карты,1150387.0,1636839.0,,True,,False,,,,,Для виджета по прогнозу по сделкам,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001502,"Укомплектованность массовых специальностей (МЗП, СЗП)",Укомплектованность МЗП / СЗП,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9002003,Доля согласий по задачам,Доля согласий по задачам,1150387.0,1636839.0,,True,,True,desc,,True,,Для виджета по Воронке продаж,,2024-12-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001249,Оседаемость новых ФЛ КМ ММБ,Оседаемость новых ФЛ КМ ММБ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001294,ЮЛ вернулись,ЮЛ вернулись,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141091,Объем ФОТ без янв и дек СБ для расчета доли рынка ФОТ без янв и дек(числитель) (Интегральная без янв и дек),Объем ФОТ без янв и дек СБ для расчета доли рынка ФОТ без янв и дек(числитель) (Интегральная без янв и дек),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
170003662,Объем рынка по данным Росстат,Объем рынка по данным Росстат,1790758.0,1851030.0,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001505,Доля просроченных задач УЗП (со сроком отработки более 30 дней),Доля просроченных ЦЗ (более 30 дней),1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001528,"Доля сотрудников, по которым отсутствуют дублирующие сделки","Доля сотрудников, по которым отсутствуют дублирующие сделки",1532200.0,2007815.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-10-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001509,Доля необоснованных отказов по задачам ММБ (появились зачисления по ЗД с отказом),Доля необоснованных отказов по задачам ММБ,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001266,Объем привлеченного ФОТ в рамках РСЗП,Объем привлеченного ФОТ в рамках РСЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001055,Задачи сотрудников (Задачи B2C) не взятые в работу,Задача B2C,1642359.0,2033718.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Не взятые в работу задачи,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001323,CHANGE Проекты Digital просрочены,Количество change проектов по сегменту Рабочий возраст находящихся в работе и срок по которым прошел,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001163,Количество новых ФЛ получателей заработной платы появившихся в банке без участия продающих ролей,Количество новых ФЛ получателей заработной платы появившихся в банке без участия продающих ролей,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001559,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001531,Модель продаж,Модель продаж,1532200.0,2007815.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-10-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001124,ФЛ с вкладами,ФЛ с вкладами,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001214,Кол-во новых ФЛ на 1 КМ ММБ,Кол-во новых ФЛ на 1 КМ ММБ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001526,Доля сотрудников с закреплением базы клиентов по ИУП,Доля сотрудников с закреплением базы клиентов по ИУП,1532200.0,2033718.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-06-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
90012081,Количество систематически неэффективных МЗП,Количество систематически неэффективных МЗП,1530917.0,,,True,,True,asc,,,,Для АС Навигатор,,2025-05-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001186,"Количество организациий с повторной задачей силового оттока, те отток продолжается после отработки задачи","Количество организациий с повторной задачей силового оттока, те отток продолжается после отработки задачи",1530917.0,,,True,,True,asc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001283,Задач не выставлено,Задач не выставлено,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-14,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001091,Всего не закреплено ИНН за сотрудником с ролью B2B,За сотрудником с ролью B2B,1642359.0,1636839.0,,True,,False,,,,,Витрина Эффективности для команды МРМ. Виджет Всего не закреплено ИНН,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001238,Кол-во новых ФЛ на 1 сделку,Кол-во новых ФЛ на 1 сделку,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1000164,Общий ФОТ,Объем ФОТ,1790758.0,1636839.0,,True,,True,desc,,True,,Для отчета ФОТ в АС Инфопанель,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141087,Прирост доли рынка ФЛ ИП год к году (Интегральная ФЛ),Прирост доли рынка ФЛ ИП год к году (Интегральная ФЛ),,,,True,,False,,,,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001017,Портфель без НП (Реестр),Портфель без НП (Реестр),1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1020261,Портфель зарплатных ФЛ до ИНН КПЭ КИБ,Портфель зарплатных ФЛ до ИНН КПЭ КИБ,1791596.0,1636839.0,,True,,True,desc,True,True,,Для отчета Портфель ФЛ в АС Инфопанель,,2024-01-31,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001507,Доля отработки задач ММБ по зарплатным проектам (задачи по активации ЗП) в течение 30 дней,Доля отработки задач ММБ,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141090,Прирост доли рынка ФЛ год к году (Интегральная ФЛ),Прирост доли рынка ФЛ год к году (Интегральная ФЛ),,,,True,,True,desc,,True,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001583,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001090,Доля эффективных сотрудников (в людях),Доля эффективных сотрудников,1642359.0,,,True,,False,,,,,Для виджетов МРМ Эффективность,,2024-01-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001140,ФОТ для темпа роста силовой,ФОТ для темпа роста силовой,1791596.0,2033718.0,,True,,False,,,,,Для отчета Темпы роста в АС Инфопанель,,2024-09-12,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001197,Количество зачислений ЗП по полученным согласиям по продукту перевод на ЗП ролью ВСП,Количество зачислений ЗП по полученным согласиям по продукту перевод на ЗП ролью ВСП,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001293,ФЛ не вернулись в неподтвержденных оттоках,ФЛ не вернулись в неподтвержденных оттоках,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001236,Количество новых ФЛ в сделках по самостоятельным задачам КМ КБ,Количество новых ФЛ в сделках по самостоятельным задачам КМ КБ,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001555,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001046,Портфель ФЛ по холдингам,Портфель ФЛ по холдингам,,1636839.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-08-07,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001327,CHANGE Проекты Возврат B2B в работе,Количество change проектов направления работы с оттоком по каналу УЗП находящихся в работе,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001246,Оседаемость новых ФЛ МЗП,Оседаемость новых ФЛ МЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001118,Количество новых договоров по образовательному кредиту,Количество новых договоров по образовательному кредиту,1157749.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-04,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001193,Количество согласий по которые не подверждены зачислениями ЗП,Количество согласий по которые не подверждены зачислениями ЗП,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001503,Закрепление базы зарплатных клиентов,Закрепление базы з/п клиентов,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1020114,Объем перечисленных денежных средств на зарплатные карты в рамках заключенных зарплатных договоров,Объем ФОТ,1642359.0,2007815.0,"tb, gosb, emp",True,млн. руб,False,,False,False,True,Для Новой мотивации МРМ Эффективность,,2026-04-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001568,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1000552,"Объем перечисленных денежных средств на зарплатные карты в рамках заключенных зарплатных договоров (сегменты Крупнейший бизнес, Клиенты машиностроения (предприятия ОПК),Госсектор)","Объем перечислений на зарплатные карты по ЗД (сегменты CIB, ОПК, РГС)",1530917.0,,,True,,False,,,,,Для отчета по оперфакту НП в АС Инфопанель,,2023-11-28,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1000708,Общий портфель ФЛ (держатели ЗП карт),Общий портфель ФЛ (держатели ЗП карт),1530917.0,1530917.0,,True,,False,,,,,,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001301,Количество невзятых задач,Количество невзятых задач,,384103.0,,False,,False,,,False,,Для AI-агента по фактическим оттокам,,2025-10-09,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001594,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001334,Достижение Крез по команде,Достижение Крез по команде,1642359.0,2007815.0,,True,Чел,False,,False,False,True,Для Сбол.ПРО Эффективность. Витрина показателей эффективности,,2026-02-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
12003658,Темпы роста объема ФОТ,Темпы роста объема ФОТ,1790758.0,1851030.0,,True,,False,,,,,Для отчета по темпам роста ФОТ в АС Инфопанель,,2022-05-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001256,Доля текучки в новом привлечении,Доля текучки в новом привлечении,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001329,CHANGE Проекты Возврат B2B просрочены,Количество change проектов направления работы с оттоком по каналу УЗП находящихся в работе и срок по которым прошел,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1002509,"Количество новых физических лиц, по которым зафиксирован факт продажи продукта Оформление заявления на перевод заработной платы на счет, открытый в Сбербанке или как зарплатный",Продажи B2C,1530917.0,,,True,,False,,,,,Для отчета по оперфакту НП в АС Инфопанель,,2023-11-28,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901301,Количество невзятых задач,Количество невзятых задач,,384103.0,,False,,False,,,False,,Для AI-агента по фактическим оттокам,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001523,Выполнение норматива по выдаче карт в компаниях с эмиссией 100+,Выполнение норматива по выдаче карт в компаниях с эмиссией 100+,1532200.0,,,True,,False,,,,,Для отчета Карточка ВУЗ в АС Инфопанель,,2024-04-03,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001058,Количество новых физических лиц (Оперфакт),Количество новых физических лиц (Оперфакт),,,,True,,False,,,,,Для отчета по оперфакту НП в АС Инфопанель,,2023-11-28,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001290,Доля в портфеле территории,Доля в портфеле территории,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2025-08-21,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001231,Количество новых ФЛ в сделках по самостоятельным задачам МЗП/СЗП,Количество новых ФЛ в сделках по самостоятельным задачам МЗП/СЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001264,Доля эффективно расходованных средств по РСЗП,Доля эффективно расходованных средств по РСЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
1000748,"Количество УП, проданных МЗП",Количество УП,1530917.0,,,True,,False,,,,,Для отчета по оперфакту НП в АС Инфопанель,,2023-11-28,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001130,Коэффициент выполнения плана по показателю ФОТ КПЭ,КОценка ФОТ КПЭ,1575385.0,2033718.0,,True,,False,,,,,Для отчета Общий ФОТ в АС Инфопанель,,2024-09-06,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901282,Повторяющийся отток ФЛ,Повторяющийся отток ФЛ,1530917.0,1345134.0,,True,,False,,,True,,Для отчета по оттокам в АС Навигатор,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001545,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001567,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001500,Качество управления бизнесом Зарплатные проекты,Качество управления бизнесом,1532200.0,,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2024-03-20,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001561,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001015,Портфель без НП,Портфель без НП,1782048.0,1851030.0,,True,,False,,,,,Для отчёта дерево ФОТ в АС Инфопанель,,2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
2141060,Доля рынка ФЛ (Интегральная ФЛ),Доля рынка ФЛ (Интегральная ФЛ),,,,True,,True,desc,,True,,Для отчета по доле рынка в АС Инфопанель,,2022-10-05,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001173,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2c,Кол-во новых ФЛ пришедших на обслуживание через технологию привлечения b2c,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001240,Кол-во новых ФЛ на 1 сделку КМ РГС,Кол-во новых ФЛ на 1 сделку КМ РГС,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9901297,Доля от оттока от портфеля ФЛ,Доля от оттока от портфеля ФЛ,,384103.0,,False,,False,,,False,,Для AI-агента по фактическим оттокам,,2026-01-30,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001576,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001033,"Отток ФЛ, факт","Отток ФЛ, факт",1530917.0,1798458.0,,True,,True,asc,,True,,Для виджетов в АС Инфопанель,,2023-07-25,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001013,Количество получателей для запуска ЗД,Количество получателей для запуска ЗД,760696.0,1798458.0,,True,,False,,,,,Для отчёта по запуску ЗД в АС Инфопанель,,2022-08-17,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001316,CHANGE Проекты КМ+МЗП исполнены,Количество change проектов по каналу УЗП выполненых на 100%,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001059,Фот для доли,Фот для доли,1791596.0,,,True,,False,,,,,Детализация общего ФОТ в доле/не в доле,,2024-01-16,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001539,Качество отработки Централизованных задач по оттокам,Качество отработки Централизованных задач по оттокам,1532200.0,2007815.0,,True,,False,,,,,Для отчета КУБ в АС Инфопанель и МРМ,,2025-10-01,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001217,Кол-во новых ФЛ на 1 СЗП,Кол-во новых ФЛ на 1 СЗП,1530917.0,,,True,,False,,,,,Для АС Навигатор,,2025-04-24,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001051,Прирост НП к месяцу предыдущего года (%),Прирост НП к месяцу предыдущего года (%),,1636839.0,,True,,False,,,,,Для виджетов в АС Инфопанель,,2023-09-14,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001004,Новые получатели в актуальной методологии,Новые получатели в актуальной методологии,1782048.0,1782048.0,,True,,False,,,,,Для отчета Новые получатели по сегментам,,2022-07-27,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001577,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001595,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001591,Резерв для МРМ,Резерв для МРМ,1532200.0,,,False,,False,,,,,Резерв для МРМ,,2024-02-29,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001003,Портфель ФЛ по перезакреплению CIB,Портфель ФЛ по перезакреплению CIB,1782048.0,1798458.0,,True,,False,,,,,Для отчета по перетокам CIB в АС Инфопанель,"2021-09-30,2022-05-31",2022-08-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001189,Доля согласий относительно консультаций по продукту перевод на ЗП оформленных ролью СЗП,Доля согласий относительно консультаций по продукту перевод на ЗП оформленных ролью СЗП,1530917.0,,,True,,True,desc,,True,,Для АС Навигатор,,2025-02-18,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
9001315,CHANGE Проекты КМ+МЗП в работе,Количество change проектов по каналу УЗП находящихся в работе,1530917.0,,,True,,False,,,False,,Для Водопада в АС Навигатор,,2026-01-23,2026-05-29 16:25:18,60385977 (Демидемоа Анна Демовна [user00002@sample.local])
